name,opp,venue,lower,upper
Luis Castillo,CIN,home,5.143195712046431,7.986005168941027
Humberto Castellanos,CIN,home,1.8212867196311104,4.669815935775469
Carlos Carrasco,CIN,home,5.059274818627863,7.495629656830218
Corbin Burnes,CIN,home,7.114657148944693,9.490562373127103
Dylan Bundy,CIN,home,3.264112914424892,5.86282509190082
Madison Bumgarner,CIN,home,2.8713456267134205,5.219182799637283
Walker Buehler,CIN,home,3.944210337174935,6.645170206861172
Kris Bubic,CIN,home,2.2522578000205193,5.01516275485114
JT Brubaker,CIN,home,4.4627299353456875,6.8458443052016404
Beau Brieske,CIN,home,2.8250891732736347,5.494124065952218
Kyle Bradish,CIN,home,3.7872785113951903,6.771822923957284
Paul Blackburn,CIN,home,3.6593099616978146,6.134914284597583
Shane Bieber,CIN,home,5.48757115028021,7.921394716666014
Jose Berrios,CIN,home,3.769610365243098,6.174470154390779
Chris Bassitt,CIN,home,5.652735427964187,8.150104429245802
Graham Ashcraft,CIN,home,2.40230942789277,5.504966009627971
Aaron Ashby,CIN,home,4.2232769857617605,6.6999226023238005
Chris Archer,CIN,home,2.564174717522113,5.082711918714969
Tyler Anderson,CIN,home,4.211561520233539,6.652753362471631
Ian Anderson,CIN,home,3.656357902535879,6.06403359214465
Sandy Alcantara,CIN,home,5.862555102322512,8.24343244755917
Joan Adon,CIN,home,2.91924498649363,5.537979486970509
Bruce Zimmermann,SDP,home,2.7008137796532683,5.4082747868379055
Kyle Wright,SDP,home,5.25750607828289,7.639413410011637
Brandon Woodruff,SDP,home,5.488822219997132,8.356559410811672
Alex Wood,SDP,home,4.021453103255953,6.410610858659351
Garrett Whitlock,SDP,home,2.765196449680605,5.448622934204476
Zack Wheeler,SDP,home,5.712539708160984,8.187992160880922
Tyler Wells,SDP,home,2.557185816510827,5.04669931282451
Logan Webb,SDP,home,4.87837093465129,7.291873086884504
Spenser Watkins,SDP,home,1.3536558148551041,4.228626569757133
Taijuan Walker,SDP,home,3.6952068460212484,6.256278981982682
Adam Wainwright,SDP,home,4.1193248045397945,6.539901532951403
Michael Wacha,SDP,home,3.039013636467076,5.729603569843074
Justin Verlander,SDP,home,5.373302346787748,7.921559017787338
Vince Velasquez,SDP,home,2.1838295639243483,4.79368328424671
Framber Valdez,SDP,home,5.027072937918879,7.494922155477578
Jose Urquidy,SDP,home,3.5114062523986926,6.06443282606133
Julio Urias,SDP,home,4.561539194730063,6.980944291850417
Zach Thompson,SDP,home,2.0491320166542693,4.593222175007343
Keegan Thompson,SDP,home,2.831556272115618,5.14041167304253
Jameson Taillon,SDP,home,3.9163256613648842,6.400708580082312
Noah Syndergaard,SDP,home,3.376796226891705,6.068229327929747
Ranger Suarez,SDP,home,3.3668674926293,5.843051622076734
Marcus Stroman,SDP,home,3.9437269062670817,7.058886070318265
Ross Stripling,SDP,home,2.004139340874216,4.326771070270585
Justin Steele,SDP,home,3.7632990268141664,6.184863303626525
Jeffrey Springs,SDP,home,2.9438562870307363,5.266517761152008
Blake Snell,SDP,home,4.749315390324312,7.865145372064821
Drew Smyly,SDP,home,2.3702768754553905,5.494350041319614
Devin Smeltzer,SDP,home,2.657691077306967,5.669321136284716
Tarik Skubal,SDP,home,5.031279478461357,7.5001884788379165
Brady Singer,SDP,home,4.090688684562615,6.876397257668858
Luis Severino,SDP,home,5.61182223175981,8.154099942545818
Antonio Senzatela,SDP,home,1.5768464290281554,4.202080616736255
Max Scherzer,SDP,home,7.14038960014366,10.267345611444256
Patrick Sandoval,SDP,home,5.183414431944364,7.864267668301851
Joe Ryan,SDP,home,4.306793360001446,7.002406438755067
Trevor Rogers,SDP,home,3.5369179082173976,5.959226228922034
Eduardo Rodriguez,SDP,home,3.1548647761463,6.4537292118830125
Carlos Rodon,SDP,home,6.2495769505097085,8.662408820236362
Robbie Ray,SDP,home,6.140320831738337,8.55506009954892
Drew Rasmussen,SDP,home,3.141317453978104,5.832973190301647
Jose Quintana,SDP,home,3.74588285975425,6.159976583980267
Cal Quantrill,SDP,home,2.828430876022417,5.321869494780309
Zach Plesac,SDP,home,3.1846701368248347,5.683658936736213
Nick Pivetta,SDP,home,5.02141321841431,7.449855063557779
David Peterson,SDP,home,4.041441396616744,6.700414664420098
Martin Perez,SDP,home,4.528434952927088,6.995022898452603
Freddy Peralta,SDP,home,5.06170144847275,8.337774916953615
Glenn Otto,SDP,home,2.878806226981602,5.7558853210013226
Shohei Ohtani,SDP,home,7.3548518051581775,9.969951482924554
Jake Odorizzi,SDP,home,1.7580902050548668,5.072412546110038
Aaron Nola,SDP,home,6.367421356192011,8.727425781724385
Joe Musgrove,SDP,home,5.459119738874305,8.03817477024538
Charlie Morton,SDP,home,5.468359823516601,7.853014608367769
Jordan Montgomery,SDP,home,3.7085898643843285,6.195081279941317
Frankie Montas,SDP,home,5.207138296589395,7.628298592231756
Miles Mikolas,SDP,home,4.0293904434432974,6.419531865626656
Tylor Megill,SDP,home,4.202993960193155,7.320229366524537
Triston McKenzie,SDP,home,4.5518710478794375,7.0965611422933925
Shane McClanahan,SDP,home,7.421332170495757,9.884907629210067
Steven Matz,SDP,home,3.769719309819301,6.890139693307834
Nick Martinez,SDP,home,3.241600411393772,5.748557893365614
German Marquez,SDP,home,4.091689523527126,6.477889320608622
Alek Manoah,SDP,home,4.896759604397565,7.375300799363919
Sean Manaea,SDP,home,5.103316740536098,7.6148957647832685
Tyler Mahle,SDP,home,5.1671592802535145,7.525074968890793
Daniel Lynch,SDP,home,4.2223280202546185,6.918173590863356
Jordan Lyles,SDP,home,4.262829602835825,6.757275439770333
Michael Lorenzen,SDP,home,3.721875970405881,6.402729206763395
Pablo Lopez,SDP,home,5.470272130095468,7.890088278311124
Eric Lauer,SDP,home,5.205245090906282,7.687973826819026
Chad Kuhl,SDP,home,3.0322708479030718,5.5093300154768174
Michael Kopech,SDP,home,3.6781698324313608,6.212591519336439
Corey Kluber,SDP,home,3.7187702274347814,6.199890811231587
George Kirby,SDP,home,4.193760786859087,7.086929909259434
Yusei Kikuchi,SDP,home,3.8408808021981393,6.323924602015225
Dallas Keuchel,SDP,home,2.0801579360798237,5.082450611880475
Clayton Kershaw,SDP,home,4.798365942737556,7.697986744848945
Merrill Kelly,SDP,home,3.909400753237478,6.263607710086406
Mitch Keller,SDP,home,3.4759735921985007,5.890160489411742
Brad Keller,SDP,home,3.116522736277008,5.599604856504642
James Kaprielian,SDP,home,2.5734430111190836,5.283136379680785
Daulton Jefferies,SDP,home,2.226374143653282,5.523784233031603
Cristian Javier,SDP,home,5.5584178142509355,8.03735340303944
Cole Irvin,SDP,home,3.281117972723414,5.889923664534018
Dakota Hudson,SDP,home,2.0365385857446423,4.459174338510439
Adrian Houser,SDP,home,3.066445989101841,5.519131760786705
Rich Hill,SDP,home,3.040265069189825,5.587098915880192
Elieser Hernandez,SDP,home,3.000550582003598,5.863674315883838
Kyle Hendricks,SDP,home,3.186478784757043,5.583689002345672
Jonathan Heasley,SDP,home,2.8756370952669053,5.876780582643061
Taylor Hearn,SDP,home,3.174133542787787,5.774511129748159
Vladimir Gutiérrez,SDP,home,1.79509189223203,4.693440347326144
Zack Greinke,SDP,home,1.9166622394067696,4.600100540503358
Hunter Greene,SDP,home,5.4042950554809694,7.852808591313212
Sonny Gray,SDP,home,4.157434109795643,7.056304413039662
Josiah Gray,SDP,home,5.226687885211912,7.676389314592611
Jon Gray,SDP,home,5.441664139736473,8.051559909763624
MacKenzie Gore,SDP,home,4.344984949614162,7.00430499185839
Marco Gonzales,SDP,home,2.3400053590486647,4.829300608624623
Tony Gonsolin,SDP,home,4.17950134832442,6.661006028444392
Austin Gomber,SDP,home,2.882796547453592,5.392497765230068
Lucas Giolito,SDP,home,5.604117260824953,8.213438703087558
Logan Gilbert,SDP,home,4.74354287532429,7.133708847402491
Kyle Gibson,SDP,home,3.5087951656031793,5.893643091992325
Kevin Gausman,SDP,home,5.7095622361849525,8.190907975479181
Luis Garcia,SDP,home,5.088852344264226,7.620060029268017
Zac Gallen,SDP,home,4.292328279925108,6.737704329187011
Max Fried,SDP,home,5.147627102995427,7.496964407095033
Kyle Freeland,SDP,home,3.037481018238839,5.420936927446229
Chris Flexen,SDP,home,3.463201972925953,5.919970927695163
Erick Fedde,SDP,home,3.068430878705284,5.511284869050467
Alex Faedo,SDP,home,2.9754516087548,5.857384160058076
Nathan Eovaldi,SDP,home,5.111907697480163,7.8958782950666
Zach Eflin,SDP,home,3.444493201418647,6.043469892708517
Dane Dunning,SDP,home,4.1533942298041655,6.572269646378215
Reid Detmers,SDP,home,2.824588956394206,5.610920709872672
Zach Davies,SDP,home,3.353924630613607,5.8014108880480695
Yu Darvish,SDP,home,4.7326206155780195,7.239991931392632
Johnny Cueto,SDP,home,3.6963805685927125,6.6858065357336045
Nestor Cortes,SDP,home,5.507308448410715,8.061298011916485
Patrick Corbin,SDP,home,3.84470212479389,6.231768164961075
Roansy Contreras,SDP,home,3.0777258616924126,5.89699471185804
Gerrit Cole,SDP,home,6.705706917100975,9.193084008319119
Alex Cobb,SDP,home,4.217168274479979,6.932337040128374
Aaron Civale,SDP,home,3.4513845011015265,6.4568051267675015
Dylan Cease,SDP,home,7.045825536348065,9.514325780392774
Luis Castillo,SDP,home,5.056643152830512,7.909066200320705
Humberto Castellanos,SDP,home,1.7719381641952927,4.555672963375047
Carlos Carrasco,SDP,home,4.987009596381569,7.404403351240271
Corbin Burnes,SDP,home,7.05455260501065,9.387175389224904
Dylan Bundy,SDP,home,3.175686726728066,5.7877597517614054
Madison Bumgarner,SDP,home,2.813819294595666,5.113217603918796
Walker Buehler,SDP,home,3.841363276093207,6.58452574010666
Kris Bubic,SDP,home,2.1647808023403927,4.939148224695026
JT Brubaker,SDP,home,4.377058944566721,6.768023768144366
Beau Brieske,SDP,home,2.737605729605737,5.418115981783875
Kyle Bradish,SDP,home,3.7000006177507667,6.695609289765466
Paul Blackburn,SDP,home,3.5709960856343326,6.0597366328248246
Shane Bieber,SDP,home,5.386231229584087,7.859243109525895
Jose Berrios,SDP,home,3.6809749348032197,6.099614056994416
Chris Bassitt,SDP,home,5.5809318835003,8.058416445873448
Graham Ashcraft,SDP,home,2.3166178979106196,5.42716601177388
Aaron Ashby,SDP,home,4.152291103361576,6.607416956887744
Chris Archer,SDP,home,2.475903839522235,5.007491268878606
Tyler Anderson,SDP,home,4.125872831907615,6.574950522961314
Ian Anderson,SDP,home,3.570991357330831,5.985908609513457
Sandy Alcantara,SDP,home,5.790057934405758,8.152438087639684
Joan Adon,SDP,home,2.817639093462287,5.4760938521656115
Bruce Zimmermann,MIA,home,3.1143121165343057,5.826426999306468
Kyle Wright,MIA,home,5.6691817859772335,8.059388251666894
Brandon Woodruff,MIA,home,5.916537048083851,8.760495132074553
Alex Wood,MIA,home,4.4171086648600335,6.846605846404871
Garrett Whitlock,MIA,home,3.1785229896099976,5.866946943624684
Zack Wheeler,MIA,home,6.124397424075145,8.607784994316361
Tyler Wells,MIA,home,2.9704485113935917,5.465087167291346
Logan Webb,MIA,home,5.303810417973799,7.698084152911595
Spenser Watkins,MIA,home,1.7671552337512544,4.646777700210584
Taijuan Walker,MIA,home,4.123303599131809,6.6598327782217215
Adam Wainwright,MIA,home,4.5445612266674935,6.946315660173305
Michael Wacha,MIA,home,3.4521441700394693,6.148123585620281
Justin Verlander,MIA,home,5.803510833711144,8.323001080213542
Vince Velasquez,MIA,home,2.5976335752195103,5.2115298223011495
Framber Valdez,MIA,home,5.455603363216262,7.898042279529795
Jose Urquidy,MIA,home,3.9266356354075582,6.480853992402064
Julio Urias,MIA,home,4.957457145599787,7.416676890330293
Zach Thompson,MIA,home,2.4421563221914555,5.031848418819757
Keegan Thompson,MIA,home,3.2283823821764703,5.575236112331279
Jameson Taillon,MIA,home,4.329725460340615,6.818959330456181
Noah Syndergaard,MIA,home,3.8079104467060567,6.468765657464996
Ranger Suarez,MIA,home,3.7781186302409697,6.263451033814665
Marcus Stroman,MIA,home,4.35416243191021,7.480101094024737
Ross Stripling,MIA,home,2.4184754282343484,4.744085532260053
Justin Steele,MIA,home,4.1578334835160256,6.621979396274266
Jeffrey Springs,MIA,home,3.357433395059913,5.684591202472432
Blake Snell,MIA,home,5.160726496209023,8.28538481552971
Drew Smyly,MIA,home,2.7806295582202,5.915647907904406
Devin Smeltzer,MIA,home,3.07095113096531,6.0877116319759725
Tarik Skubal,MIA,home,5.444596595977269,7.918521910671605
Brady Singer,MIA,home,4.504821486227722,7.293915005353351
Luis Severino,MIA,home,6.024802548892956,8.572770174762272
Antonio Senzatela,MIA,home,1.9878468442644934,4.622730750849519
Max Scherzer,MIA,home,7.552060547507886,10.687325213429634
Patrick Sandoval,MIA,home,5.614442213761542,8.264890435834273
Joe Ryan,MIA,home,4.720552842598353,7.42029750550776
Trevor Rogers,MIA,home,3.93286652127812,6.394928165210912
Eduardo Rodriguez,MIA,home,3.5687137735552117,6.871530763823701
Carlos Rodon,MIA,home,6.660462346153393,9.083173973942278
Robbie Ray,MIA,home,6.568739327780844,8.95829215285601
Drew Rasmussen,MIA,home,3.5718767028423137,6.234064490787038
Jose Quintana,MIA,home,4.140020042329002,6.597489950755115
Cal Quantrill,MIA,home,3.226706300332192,5.755244619820133
Zach Plesac,MIA,home,3.582471104734606,6.1175085181760425
Nick Pivetta,MIA,home,5.4354953256823455,7.867423505639343
David Peterson,MIA,home,4.486282863896429,7.087223746490013
Martin Perez,MIA,home,4.9422671703939045,7.4128412303353866
Freddy Peralta,MIA,home,5.471483734810297,8.759643179965668
Glenn Otto,MIA,home,3.2931807775202424,6.173161319812283
Shohei Ohtani,MIA,home,7.785529185831708,10.370924651600626
Jake Odorizzi,MIA,home,2.1734404253671835,5.488712875147322
Aaron Nola,MIA,home,6.778430301492587,9.14806738577341
Joe Musgrove,MIA,home,5.884322082846765,8.44462297562252
Charlie Morton,MIA,home,5.863977109931683,8.289047871302287
Jordan Montgomery,MIA,home,4.122029820854083,6.613291872821163
Frankie Montas,MIA,home,5.621656535889075,8.045430902281677
Miles Mikolas,MIA,home,4.453837572175588,6.826735286243966
Tylor Megill,MIA,home,4.614500586211815,7.740373289855478
Triston McKenzie,MIA,home,4.964989075225814,7.515093664296616
Shane McClanahan,MIA,home,7.8488449181328,10.289045430922629
Steven Matz,MIA,home,4.181749143257065,7.30976040921967
Nick Martinez,MIA,home,3.6660125443470317,6.155796309761955
German Marquez,MIA,home,4.488243385896964,6.912986007588384
Alek Manoah,MIA,home,5.310176473393329,7.7935344797177555
Sean Manaea,MIA,home,5.528887965062742,8.020975089606225
Tyler Mahle,MIA,home,5.5626828031695865,7.961201995324322
Daniel Lynch,MIA,home,4.635465284973903,7.336686875493672
Jordan Lyles,MIA,home,4.676392175577188,7.17536341637857
Michael Lorenzen,MIA,home,4.152903752223057,6.803351974295818
Pablo Lopez,MIA,home,5.865903154943817,8.326107802812375
Eric Lauer,MIA,home,5.614495888383899,8.11037357869101
Chad Kuhl,MIA,home,3.443661790461637,5.929589622267852
Michael Kopech,MIA,home,4.091256094056326,6.6311558070610745
Corey Kluber,MIA,home,4.132384219856613,6.617927368159355
George Kirby,MIA,home,4.608843069273844,7.503498176194277
Yusei Kikuchi,MIA,home,4.254454000582411,6.742001952980553
Dallas Keuchel,MIA,home,2.494109260666436,5.5001498366434625
Clayton Kershaw,MIA,home,5.171359109752847,8.156644127183256
Merrill Kelly,MIA,home,4.318999007919193,6.685660004754291
Mitch Keller,MIA,home,3.870316210982207,6.327468419977636
Brad Keller,MIA,home,3.5302506922177908,6.017527449913459
James Kaprielian,MIA,home,2.988107321852037,5.700122618297432
Daulton Jefferies,MIA,home,2.640174443274396,5.941634482760089
Cristian Javier,MIA,home,5.973053991877302,8.454367774762673
Cole Irvin,MIA,home,3.6951996851263225,6.307492501480709
Dakota Hudson,MIA,home,2.4473161524043414,4.880047321200341
Adrian Houser,MIA,home,3.446530094148488,5.970698205089659
Rich Hill,MIA,home,3.4540548420347363,6.004959692384881
Elieser Hernandez,MIA,home,3.4121740783269177,6.283701368910118
Kyle Hendricks,MIA,home,3.5671051786400927,6.034713157812222
Jonathan Heasley,MIA,home,3.2903887272717,6.293679499987866
Taylor Hearn,MIA,home,3.587325347235306,6.192969874650241
Vladimir Gutiérrez,MIA,home,2.1677462900707227,5.1524364988370515
Zack Greinke,MIA,home,2.3296710482328837,5.018742281026844
Hunter Greene,MIA,home,5.81344866074464,8.275305535399141
Sonny Gray,MIA,home,4.57200713925047,7.473381932934435
Josiah Gray,MIA,home,5.698612634477756,8.036115114676367
Jon Gray,MIA,home,5.855792217181158,8.46908238166854
MacKenzie Gore,MIA,home,4.754686670754612,7.42625382006754
Marco Gonzales,MIA,home,2.7550250751318393,5.24593144189105
Tony Gonsolin,MIA,home,4.575131888734485,7.097026037383928
Austin Gomber,MIA,home,3.3093133794313174,5.797631482601943
Lucas Giolito,MIA,home,6.01757353485638,8.631632978405731
Logan Gilbert,MIA,home,5.15832953939064,7.550572732685741
Kyle Gibson,MIA,home,3.9213853952409465,6.312703411704158
Kevin Gausman,MIA,home,6.123158579825698,8.608962181188037
Luis Garcia,MIA,home,5.5180229671762016,8.022539955705641
Zac Gallen,MIA,home,4.687783744131324,7.173899414330395
Max Fried,MIA,home,5.556825998856392,7.919416060583669
Kyle Freeland,MIA,home,3.4333796275758863,5.856688867458782
Chris Flexen,MIA,home,3.8631875951451997,6.351635854825516
Erick Fedde,MIA,home,3.5089866465465014,5.902379650558849
Alex Faedo,MIA,home,3.3884998497512746,6.275986468411201
Nathan Eovaldi,MIA,home,5.5261134202254585,8.313323121670905
Zach Eflin,MIA,home,3.8572759196264714,6.462337723850292
Dane Dunning,MIA,home,4.567275835801915,6.990038589730066
Reid Detmers,MIA,home,3.239364854820895,6.027795360795583
Zach Davies,MIA,home,3.733373171308738,6.253612896702538
Yu Darvish,MIA,home,5.1579469110294704,7.6463161852907815
Johnny Cueto,MIA,home,4.110055603040747,7.10378205063517
Nestor Cortes,MIA,home,5.921198537640201,8.479058472036598
Patrick Corbin,MIA,home,4.284076238067144,6.624044601037421
Roansy Contreras,MIA,home,3.46934124041365,6.337029882486403
Gerrit Cole,MIA,home,7.119094512459556,9.611346962310138
Alex Cobb,MIA,home,4.610553499458811,7.370602364499143
Aaron Civale,MIA,home,3.865225499589166,6.874614677629462
Dylan Cease,MIA,home,7.458144970689667,9.933656895400777
Luis Castillo,MIA,home,5.466609424319424,8.330750478181393
Humberto Castellanos,MIA,home,2.1838369023819846,4.975424774537955
Carlos Carrasco,MIA,home,5.399004930899279,7.824058566072161
Corbin Burnes,MIA,home,7.450642555332916,9.82273598825224
Dylan Bundy,MIA,home,3.5889630462895497,6.206133981549522
Madison Bumgarner,MIA,home,3.210767673473991,5.547919774390073
Walker Buehler,MIA,home,4.251539325095281,7.006000240454186
Kris Bubic,MIA,home,2.578836243360456,5.356743333024562
JT Brubaker,MIA,home,4.756213047278701,7.2205202147819865
Beau Brieske,MIA,home,3.1510649308022005,5.836307329937012
Kyle Bradish,MIA,home,4.1130070427262755,7.114253414139558
Paul Blackburn,MIA,home,3.985287587853839,6.477095679954918
Shane Bieber,MIA,home,5.798814456744666,8.278310431714917
Jose Berrios,MIA,home,4.094536851585271,6.517702689561965
Chris Bassitt,MIA,home,6.0075295230390875,8.46346935568426
Graham Ashcraft,MIA,home,2.7276834208680394,5.847751038166061
Aaron Ashby,MIA,home,4.547311899664972,7.044046709933948
Chris Archer,MIA,home,2.888730932693184,5.426314725057258
Tyler Anderson,MIA,home,4.50623824013347,7.026235664085059
Ian Anderson,MIA,home,4.012425516441701,6.376124999752187
Sandy Alcantara,MIA,home,6.186803651580808,8.587342919814233
Joan Adon,MIA,home,3.262853055466982,5.8625304395105164
Bruce Zimmermann,CHC,home,2.7799279901733325,5.495310096878999
Kyle Wright,CHC,home,5.333709399858816,7.729359608996869
Brandon Woodruff,CHC,home,5.583990278827929,8.427540872542034
Alex Wood,CHC,home,4.0663882116065295,6.531825270869932
Garrett Whitlock,CHC,home,2.8440992378864722,5.535869666559766
Zack Wheeler,CHC,home,5.771666406714916,8.295014982888148
Tyler Wells,CHC,home,2.635614008390742,5.134420641505752
Logan Webb,CHC,home,4.937090979827922,7.399302562269029
Spenser Watkins,CHC,home,1.4322366021066317,4.316195303066763
Taijuan Walker,CHC,home,3.7532511044976777,6.36438424406741
Adam Wainwright,CHC,home,4.194783873969556,6.630591984082799
Michael Wacha,CHC,home,3.11785790390942,5.816908822961888
Justin Verlander,CHC,home,5.4501581979144476,8.010852687221796
Vince Velasquez,CHC,home,2.2628577675235864,4.88080460120863
Framber Valdez,CHC,home,5.1032537583324835,7.584890855625131
Jose Urquidy,CHC,home,3.5895969783695136,6.152391620651667
Julio Urias,CHC,home,4.6204075131473115,7.088225493994326
Zach Thompson,CHC,home,2.141317034783399,4.66718667743937
Keegan Thompson,CHC,home,2.894473945158612,5.243643520560694
Jameson Taillon,CHC,home,4.010990843483666,6.472192918524688
Noah Syndergaard,CHC,home,3.4546368519804456,6.156538223402164
Ranger Suarez,CHC,home,3.425869842728451,5.950198792538741
Marcus Stroman,CHC,home,4.020142831057919,7.148619666088585
Ross Stripling,CHC,home,2.0818229947145177,4.415236936991441
Justin Steele,CHC,home,3.8242082611373025,6.290103589864547
Jeffrey Springs,CHC,home,3.0358794425400912,5.340644126203811
Blake Snell,CHC,home,4.823825332720151,7.956784950230139
Drew Smyly,CHC,home,2.446595305378663,5.584181131957498
Devin Smeltzer,CHC,home,2.7370004440176348,5.756161290135205
Tarik Skubal,CHC,home,5.108745139715153,7.588872338145278
Brady Singer,CHC,home,4.1691033584586705,6.9641321043339595
Luis Severino,CHC,home,5.706856073956736,8.225215620910049
Antonio Senzatela,CHC,home,1.653312958355656,4.291763607969913
Max Scherzer,CHC,home,7.216410073464091,10.357474658684986
Patrick Sandoval,CHC,home,5.259925833408622,7.95390578739875
Joe Ryan,CHC,home,4.384939278456992,7.090410040860679
Trevor Rogers,CHC,home,3.595306449727744,6.066987207972845
Eduardo Rodriguez,CHC,home,3.2342446322145157,6.540498876375954
Carlos Rodon,CHC,home,6.309179138460574,8.768956152846654
Robbie Ray,CHC,home,6.217219604534541,8.644310847313871
Drew Rasmussen,CHC,home,3.236732515265781,5.903707649575128
Jose Quintana,CHC,home,3.852424003819369,6.219584960476306
Cal Quantrill,CHC,home,2.8905660308873817,5.425883860476501
Zach Plesac,CHC,home,3.246730529303851,5.787748064818355
Nick Pivetta,CHC,home,5.100471965418547,7.5369458371147
David Peterson,CHC,home,4.115509482040773,6.792496099557226
Martin Perez,CHC,home,4.604189644861587,7.085417727079261
Freddy Peralta,CHC,home,5.160498602278587,8.405127283708936
Glenn Otto,CHC,home,2.9565738612959693,5.844267207248113
Shohei Ohtani,CHC,home,7.43293871900055,10.05801408964334
Jake Odorizzi,CHC,home,1.8370919552449718,5.15956031648109
Aaron Nola,CHC,home,6.426585542052289,8.834411116425265
Joe Musgrove,CHC,home,5.54934113281784,8.114102896863002
Charlie Morton,CHC,home,5.543243904063676,7.944280048381852
Jordan Montgomery,CHC,home,3.8030260683951482,6.266794596491655
Frankie Montas,CHC,home,5.285018193245359,7.71656821613695
Miles Mikolas,CHC,home,4.133496278175625,6.481575551455486
Tylor Megill,CHC,home,4.278212404695191,7.411160442583659
Triston McKenzie,CHC,home,4.629222780698406,7.185358930035582
Shane McClanahan,CHC,home,7.51491777731146,9.957471542955524
Steven Matz,CHC,home,3.846581206232786,6.979427317455507
Nick Martinez,CHC,home,3.330362181674045,5.825945643646499
German Marquez,CHC,home,4.1516175795986285,6.584110785098277
Alek Manoah,CHC,home,4.974765599082975,7.463444325239667
Sean Manaea,CHC,home,5.193205451627525,7.691156574252999
Tyler Mahle,CHC,home,5.242730254635633,7.615653515069832
Daniel Lynch,CHC,home,4.300773571559121,7.005877560120011
Jordan Lyles,CHC,home,4.341331457354496,6.8449231058128195
Michael Lorenzen,CHC,home,3.79838737187014,6.492367325860293
Pablo Lopez,CHC,home,5.5295386977914,7.9969712311763494
Eric Lauer,CHC,home,5.3129021076826355,7.74646633060383
Chad Kuhl,CHC,home,3.092136970342583,5.615613413598464
Michael Kopech,CHC,home,3.7719509868200687,6.284959885508889
Corey Kluber,CHC,home,3.79809229007947,6.286718269148055
George Kirby,CHC,home,4.272607898953366,7.174232317726313
Yusei Kikuchi,CHC,home,3.918933358429645,6.412021566344877
Dallas Keuchel,CHC,home,2.1589481540354774,5.169809914485978
Clayton Kershaw,CHC,home,4.856949062646041,7.805553145501618
Merrill Kelly,CHC,home,3.984055085266493,6.355102898618548
Mitch Keller,CHC,home,3.551723260064839,5.980560342106561
Brad Keller,CHC,home,3.1949056803574822,5.687371432985325
James Kaprielian,CHC,home,2.6524650201990845,5.370263891161942
Daulton Jefferies,CHC,home,2.3056497862745253,5.610658110971517
Cristian Javier,CHC,home,5.635296138656491,8.126624599195042
Cole Irvin,CHC,home,3.3589226065361446,5.9782685512824445
Dakota Hudson,CHC,home,2.0970128912060706,4.564849553610168
Adrian Houser,CHC,home,3.1280142937361335,5.623712976713571
Rich Hill,CHC,home,3.1339162611212537,5.659597244509921
Elieser Hernandez,CHC,home,3.0764868555587013,5.953887562889892
Kyle Hendricks,CHC,home,3.233727322581471,5.702589985082401
Jonathan Heasley,CHC,home,2.9531736132983264,5.965393585172797
Taylor Hearn,CHC,home,3.2505630154136638,5.864231177683441
Vladimir Gutiérrez,CHC,home,1.8535176501050432,4.8011641100142874
Zack Greinke,CHC,home,1.9939297236842548,4.68898257678703
Hunter Greene,CHC,home,5.509399981905902,7.913853185449438
Sonny Gray,CHC,home,4.236718852440596,7.1431691909558666
Josiah Gray,CHC,home,5.299397836173601,7.769828884192079
Jon Gray,CHC,home,5.518455660685426,8.14091790937583
MacKenzie Gore,CHC,home,4.435992541857062,7.079446920176648
Marco Gonzales,CHC,home,2.417474359101438,4.9179811291330076
Tony Gonsolin,CHC,home,4.238596072695843,6.7680608246341265
Austin Gomber,CHC,home,2.97277982656364,5.468664006681179
Lucas Giolito,CHC,home,5.69827866469433,8.285426819779339
Logan Gilbert,CHC,home,4.80684838919616,7.236552854091778
Kyle Gibson,CHC,home,3.5536479934301832,6.0149397847264785
Kevin Gausman,CHC,home,5.788331936790831,8.27828779543446
Luis Garcia,CHC,home,5.166532941151539,7.708528952941862
Zac Gallen,CHC,home,4.36730535171101,6.828876777962267
Max Fried,CHC,home,5.221698940241816,7.589042090409802
Kyle Freeland,CHC,home,3.0976872639415918,5.526880202304635
Chris Flexen,CHC,home,3.5268626340539715,6.022459787128302
Erick Fedde,CHC,home,3.1425521909721312,5.603313077344778
Alex Faedo,CHC,home,3.054027052677509,5.944958236696524
Nathan Eovaldi,CHC,home,5.191337554842005,7.982597958265916
Zach Eflin,CHC,home,3.485744634929202,6.168367979759119
Dane Dunning,CHC,home,4.230747068029478,6.66106632871406
Reid Detmers,CHC,home,2.903200698407529,5.698458488420506
Zach Davies,CHC,home,3.4142684882046677,5.907216551018166
Yu Darvish,CHC,home,4.821913144029947,7.316848923501862
Johnny Cueto,CHC,home,3.794639182458665,6.753697442428809
Nestor Cortes,CHC,home,5.586141682861223,8.148614298027134
Patrick Corbin,CHC,home,3.9180018983328844,6.324617911983239
Roansy Contreras,CHC,home,3.1545679162299773,5.986302177881633
Gerrit Cole,CHC,home,6.784846282103629,9.28009416387762
Alex Cobb,CHC,home,4.274663731683702,7.040991103485808
Aaron Civale,CHC,home,3.5309380675719444,6.543401080858241
Dylan Cease,CHC,home,7.1390646293100755,9.587236207991923
Luis Castillo,CHC,home,5.171099865451825,7.96075900826055
Humberto Castellanos,CHC,home,1.8489392439505807,4.644821404180917
Carlos Carrasco,CHC,home,5.0468290356766285,7.510733432506369
